evento_id,evento,evento_exemplo,tipo_evento,local,n_artigos,n_classificados,score_medio,media_sentimento,muito_negativo,negativo,neutro,positivo,muito_positivo,n/a,n_positivas,n_negativas,n_muito_positivas,n_muito_negativas,share_positivo,share_negativo,share_muito_positivo,share_muito_negativo,peso_positivo,peso_negativo,titulos_exemplo
confronto-armado-duque-de-caxias-2026,confronto-armado-duque-de-caxias-2026,Confronto armado em Duque de Caxias resulta na morte de mulher,violencia/crime,Duque de Caxias,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Polícia busca segundo envolvido no confronto que matou mulher em Caxias
confronto-estudantes-policiais-escola-senor-abravanel-2026,confronto-estudantes-policiais-escola-senor-abravanel-2026,Confronto entre estudantes e policiais militares na Escola Estadual Senor Abravanel,violencia/crime,"Escola Estadual Senor Abravanel, Largo do Machado, Zona Sul do Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Denúncias de assédio sexual motivaram ato estudantil que terminou em prisão de PM em escola na Zona Sul
confronto-policiais-suspeitos-saquarema-2026,confronto-policiais-suspeitos-saquarema-2026,Confronto entre policiais e suspeitos em Saquarema,operacao policial,Saquarema,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Vitor Friary: Saúde mental virou pauta nas empresas. Mas virou mudança?
confusao-agressao-policiais-escola-municipal-francisco-jobim-meier-2022,confusao-agressao-policiais-escola-municipal-francisco-jobim-meier-2022,"Confusão e agressão a policiais na Escola Municipal Francisco Jobim, no Méier",violencia/crime,"Méier, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Confusão em colégio no Méier termina com tiro para o alto e tijolada na cabeça de PM
confusao-alana-passos-clarice-chacon-largo-da-carioca-2024,confusao-alana-passos-clarice-chacon-largo-da-carioca-2024,Confusão entre Alana Passos e Clarice Chacon no Largo da Carioca,outro,"Largo da Carioca, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Alana Passos e Clarice Chacon se envolvem em confusão na Carioca; veja o vídeo
confusao-entregadores-policiais-barra-shopping-2025,confusao-entregadores-policiais-barra-shopping-2025,Confusão entre entregadores e policiais no BarraShopping resulta em tiros,violencia/crime,"BarraShopping, Barra da Tijuca, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Confusão com entregadores termina em tiros no estacionamento do BarraShopping
confusao-torcedores-argentinos-leme-2026,confusao-torcedores-argentinos-leme-2026,Confusão com torcedores argentinos no Leme,operacao policial,"Praia do Leme, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Torcedores argentinos se envolvem em confusão no Leme após suspeita de uso de notas falsas com ambulantes
contratacao-cesgranrio-avaliacao-seguranca-presente-2025,contratacao-cesgranrio-avaliacao-seguranca-presente-2025,Contratação da Fundação Cesgranrio para avaliar o Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Secretaria estadual de Governo contrata a Cesgranrio, sem licitação e por quase R$ 50 milhões, para avaliar o Segurança Presente"
criacao-forca-municipal-seguranca-rio-2025,criacao-forca-municipal-seguranca-rio-2025,Criação da Força Municipal de Segurança no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Especialistas alertam para problemas em projeto da Força Municipal armada de Paes
critica-adpf-635-seguranca-publica-2025,critica-adpf-635-seguranca-publica-2025,Crítica do governador Cláudio Castro à ADPF 635 que restringe operações policiais em favelas,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Governador do Rio critica ADPF das Favelas e defende atuação policial em comunidades
critica-liberacao-criminosos-judiciario-rio-2024,critica-liberacao-criminosos-judiciario-rio-2024,Crítica à liberação de criminosos pelo Judiciário no Rio de Janeiro,denuncia/irregularidade,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Até quando o Rio será refém de marginais que foram presos pela PM e soltos pelo Judiciário
critica-seguranca-presente-meier-2022,critica-seguranca-presente-meier-2022,Crítica ao programa Segurança Presente no Méier,gestao/administracao,"Méier, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Rogério Amorim: a pílula milagrosa da segurança pública
critica-seguranca-presente-morte-porteiro-niteroi-2024,critica-seguranca-presente-morte-porteiro-niteroi-2024,Crítica ao programa Segurança Presente após morte de porteiro em Niterói,denuncia/irregularidade,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Morte de porteiro provoca guerra política em Niterói
critica-soltura-criminosos-judiciario-copacabana-2023,critica-soltura-criminosos-judiciario-copacabana-2023,Crítica à soltura de criminosos pelo Judiciário após assassinato em Copacabana,denuncia/irregularidade,"Copacabana, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Quintino – Os Juízes precisam ser responsabilizados por quem soltam
criticas-a-guarda-municipal-transferencia-seguranca-presente-2022,criticas-a-guarda-municipal-transferencia-seguranca-presente-2022,Críticas à Guarda Municipal e sugestão de transferência de funções para o Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Bastidores do Rio – 18/4/22
criticas-bacellar-seguranca-copacabana-2025,criticas-bacellar-seguranca-copacabana-2025,Críticas de Bacellar à gestão de segurança após arrastão em Copacabana,gestao/administracao,Copacabana,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Vídeo: Bacellar rompe silêncio e dispara contra Cláudio Castro e Eduardo Paes por falhas na segurança
criticas-bacellar-tce-seguranca-presente-2024,criticas-bacellar-tce-seguranca-presente-2024,Críticas de Bacellar ao TCE-RJ sobre decisões que afetam o Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Bacellar sobe o tom e critica decisões recentes do Tribunal de Contas
criticas-eduardo-paes-seguranca-publica-2026,criticas-eduardo-paes-seguranca-publica-2026,Críticas de Eduardo Paes à gestão de segurança do governo estadual após operação da PF,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Paes critica Cláudio Castro após operação da PF e aponta discurso falso de ‘valentões’ ‘tchutchucas do Comando Vermelho’
criticas-gestao-claudio-castro-seguranca-rio-2023,criticas-gestao-claudio-castro-seguranca-rio-2023,Críticas à gestão de Cláudio Castro e à segurança no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Quintino: Cláudio Castro precisa mostrar ao que veio
criticas-gestao-seguranca-rio-2023,criticas-gestao-seguranca-rio-2023,Críticas à gestão da segurança no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Eduardo Paes mostra que sentiu o golpe – Bastidores do Rio
criticas-luiz-ramos-filho-comissao-defesa-animais-2024,criticas-luiz-ramos-filho-comissao-defesa-animais-2024,Críticas ao vereador Luiz Ramos Filho sobre sua atuação na Comissão de Defesa dos Animais,denuncia/irregularidade,,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Luiz Ramos Filho na mira dos protetores de animais – Bastidores do Rio
criticas-permanencia-ricardo-couto-seguranca-presente-2026,criticas-permanencia-ricardo-couto-seguranca-presente-2026,Críticas à permanência de Ricardo Couto e ao programa Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,PDT defende permanência de Ricardo Couto e abre embate com aliado de Ruas
criticas-politica-seguranca-witzel-favelas-2019,criticas-politica-seguranca-witzel-favelas-2019,Críticas à política de segurança de Witzel nas favelas do Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Felipe Lucena: Põe a mão na cabecinha, Witzel"
criticas-reincidencia-crimes-sistema-judiciario-rio-2023,criticas-reincidencia-crimes-sistema-judiciario-rio-2023,Críticas à reincidência de crimes e falhas no sistema judiciário no Rio de Janeiro,denuncia/irregularidade,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Quintino – Até quando vamos reclamar da Polícia se o crime é cometido por quem foi preso e solto?
criticas-seguranca-publica-santa-teresa-2022,criticas-seguranca-publica-santa-teresa-2022,Críticas à segurança pública em Santa Teresa,outro,"Santa Teresa, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Rodrigo Amorim: Sem segurança, roubam os trilhos"
debate-ccj-criticas-secretario-pm-2026,debate-ccj-criticas-secretario-pm-2026,Debate na CCJ sobre críticas ao secretário da PM e programas de segurança,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Amorim intensifica críticas a Marcelo Menezes durante debate na CCJ
declaracao-governador-recomposicao-salarial-seguranca-presente-2026,declaracao-governador-recomposicao-salarial-seguranca-presente-2026,Declaração do governador sobre recomposição salarial durante inauguração do programa Segurança Presente,gestao/administracao,Iguaba Grande,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Castro volta a dizer que não pagará recomposição e oposição reage na Alerj
denuncia-abandono-museu-policia-militar-niteroi-2026,denuncia-abandono-museu-policia-militar-niteroi-2026,Denúncia de abandono do futuro museu da Polícia Militar em Niterói,denuncia/irregularidade,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Moradores denunciam abandono do futuro museu da Polícia Militar, em Niterói"
denuncia-participacao-pms-oracao-expediente-2025,denuncia-participacao-pms-oracao-expediente-2025,Denúncia de participação de PMs em oração durante expediente,denuncia/irregularidade,"Largo do Machado, Flamengo, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Carlos Minc denuncia PMs por oração em serviço no Largo do Machado
descumprimento-normas-major-pm-niteroi-2024,descumprimento-normas-major-pm-niteroi-2024,Descumprimento de normas por major da PM em apoio a pré-candidato,gestao/administracao,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Major da PM descumpre estatuto e lei ao fazer postagens de apoio a pré-candidato
desentendimentos-seguranca-presente-camara-rio-2025,desentendimentos-seguranca-presente-camara-rio-2025,Desentendimentos sobre Segurança Presente na Câmara do Rio,gestao/administracao,Câmara do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Vereadores encerram sessão mais cedo nesta quinta após votação de principais projetos e bate-boca sobre segurança
detencao-injusta-luiz-carlos-justino-niteroi-2022,detencao-injusta-luiz-carlos-justino-niteroi-2022,Detenção injusta do músico Luiz Carlos Justino em Niterói,prisao/apreensao,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Músico é detido pela 2ª vez por crime que não cometeu, em Niterói"
diligencia-maus-tratos-gatos-campo-de-santana-2022,diligencia-maus-tratos-gatos-campo-de-santana-2022,Diligência do vereador sobre maus-tratos a gatos no Campo de Santana,denuncia/irregularidade,"Campo de Santana, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Gatos do Campo de Santana sofrem com abandono e maus-tratos
discurso-bacellar-seguranca-publica-abertura-ano-legislativo-2025,discurso-bacellar-seguranca-publica-abertura-ano-legislativo-2025,Discurso de Bacellar sobre segurança pública na abertura do ano legislativo,outro,Assembleia Legislativa do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Aliado de Bacellar, Castro alfineta Paes em abertura do ano legislativo na Assembleia"
discurso-rodrigo-bacellar-seguranca-2025,discurso-rodrigo-bacellar-seguranca-2025,Discurso de Rodrigo Bacellar sobre segurança após arrastão,outro,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Bacellar mira em Cláudio Castro, no secretário da PM e em Eduardo Paes, num duro discurso sobre segurança após cenas de arrastão no domingo"
discussao-seguranca-camara-rio-2025,discussao-seguranca-camara-rio-2025,Discussão sobre segurança na Câmara do Rio,gestao/administracao,Câmara do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Sessão começa com bate-boca entre oposição e base de Paes na Câmara do Rio
discussao-seguranca-publica-portinho-castro-2023,discussao-seguranca-publica-portinho-castro-2023,Discussão sobre segurança pública entre Portinho e Castro em grupo de WhatsApp,outro,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Portinho e Claudio Castro discutem em grupo de WhatsApp – Bastidores do Rio
disputa-seguranca-publica-paes-bacellar-2026,disputa-seguranca-publica-paes-bacellar-2026,Disputa entre Paes e Bacellar sobre segurança pública e programa Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Guarda armada x Segurança Presente: Pré-candidatos, Paes e Bacellar disputam protagonismo no combate à violência do Rio"
expansao-seguranca-presente-influenciada-por-politicos-2026,expansao-seguranca-presente-influenciada-por-politicos-2026,Expansão do programa Segurança Presente influenciada por políticos,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Segurança Presente: expansão do programa ocorria por indicação de políticos e não acompanhava a mancha criminal
falha-porticos-seguranca-show-shakira-copacabana-2026,falha-porticos-seguranca-show-shakira-copacabana-2026,Falha nos pórticos de segurança para o show da Shakira em Copacabana,evento publico/cultural,Praia de Copacabana,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Pórticos com detectores de metal para o show da Shakira não funcionam; mega esquema de segurança inteligente custou R$ 15 milhões
falta-de-policiais-seguranca-presente-laranjeiras-2026,falta-de-policiais-seguranca-presente-laranjeiras-2026,Falta de policiais no programa Segurança Presente em Laranjeiras e outros bairros do Rio,gestao/administracao,"Laranjeiras, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Falta de policiais no programa Segurança Presente deixa bairros do Rio com bases esvaziadas nos fins de semana
fechamento-bar-amarelinho-cinelandia-2026,fechamento-bar-amarelinho-cinelândia-2026,Fechamento antecipado do bar Amarelinho devido à insegurança na Cinelândia,outro,"Cinelândia, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Insegurança na Cinelândia faz o bar Amarelinho fechar mais cedo
fechamento-batalhoes-centro-rio-2007-2011,fechamento-batalhoes-centro-rio-2007-2011,Fechamento de batalhões e redução do efetivo policial no Centro do Rio,gestao/administracao,Centro do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Centro do Rio perdeu mais de 1000 policiais com o fechamento de 3 batalhões em 2007 e 2011
flagrante-homem-fantasiado-com-maconha-miguel-pereira-2025,flagrante-homem-fantasiado-com-maconha-miguel-pereira-2025,Flagrante de homem fantasiado com maconha em Miguel Pereira,operacao policial,"Miguel Pereira, RJ",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,‘Chaves de Miguel Pereira’ é flagrado com maconha
fuga-motorista-operacao-lei-seca-barra-da-tijuca-2022,fuga-motorista-operacao-lei-seca-barra-da-tijuca-2022,Fuga de motorista durante operação da Lei Seca na Barra da Tijuca,operacao policial,"Barra da Tijuca, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Motorista foge da Lei Seca, na Barra da Tijuca, e quase atropela agente em serviço"
furto-vandalizacao-loja-leblon-2025,furto-vandalizacao-loja-leblon-2025,Furto e vandalização em loja no Leblon,violencia/crime,"Leblon, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Ladrões causam destruição durante furto em loja do Leblon
homem-baleado-morto-centro-rio-2025,homem-baleado-morto-centro-rio-2025,Homem baleado e morto no Centro do Rio de Janeiro,violencia/crime,Centro do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Homem baleado nas costas após discussão no Centro do Rio morre no Souza Aguiar; vídeo
homem-baleado-tentativa-assalto-pm-aterro-do-flamengo-2024,homem-baleado-tentativa-assalto-pm-aterro-do-flamengo-2024,Homem baleado e morto após tentativa de assalto a PM no Aterro do Flamengo,violencia/crime,"Aterro do Flamengo, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Homem é baleado e morre no Aterro do Flamengo após tentar assaltar PM à paisana
homenagem-major-climaco-medalha-tiradentes-2025,homenagem-major-climaco-medalha-tiradentes-2025,Homenagem ao major Clímaco com a Medalha Tiradentes da Alerj,gestao/administracao,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Polêmico major de Niterói vai receber a Medalha Tiradentes da Alerj
inauguracao-seguranca-presente-bonsucesso-2020,inauguracao-seguranca-presente-bonsucesso-2020,Inauguração do Segurança Presente em Bonsucesso,inauguracao/expansao,"Bonsucesso, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Segurança Presente chega a Bonsucesso com poucos policiais
indiciamento-th-joias-2025,indiciamento-th-joias-2025,Indiciamento de TH Joias e 17 pessoas por ligação com facções criminosas,denuncia/irregularidade,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,PF indicia TH Joias e mais 17 por ligação com facções criminosas
influencia-politica-rodrigo-bacellar-seguranca-publica-2026,influencia-politica-rodrigo-bacellar-seguranca-publica-2026,Influência política de Rodrigo Bacellar na segurança pública do Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,O verdadeiro poder de Bacellar na segurança e no primeiro escalão do governo do estado
inicio-segunda-etapa-obras-vila-autodromo-2022,inicio-segunda-etapa-obras-vila-autodromo-2022,Início da segunda etapa das obras da Vila Autódromo,gestao/administracao,"Vila Autódromo, Jacarepaguá, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Com cinco anos de atraso, segunda etapa das obras da Vila Autódromo começaram a ser realizadas"
insatisfacao-seguranca-rio-2023,insatisfacao-seguranca-rio-2023,Insatisfação com a segurança no Rio de Janeiro,resultado/indicador,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Marques: As revelações descortinadas pela pesquisa Prefab para Prefeito do Rio em 2024
insuficiencia-vagas-abrigos-situacao-rua-rio-2019,insuficiencia-vagas-abrigos-situacao-rua-rio-2019,Insuficiência de vagas em abrigos para pessoas em situação de rua no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Abrigos da Prefeitura têm vagas para apenas 15% das pessoas em situação de rua
invasao-e-roubo-lojas-centro-rio-2023,invasao-e-roubo-lojas-centro-rio-2023,Invasão e roubo de lojas no Centro do Rio,violencia/crime,Centro do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Criminosos voltam a invadir e roubar lojas no Centro do Rio
invasao-edificio-retrofitado-centro-rio-2025,invasao-edificio-retrofitado-centro-rio-2025,Invasão de edifício retrofitado no Centro do Rio,violencia/crime,Centro do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Edifício retrofitado de 16 andares é arrombado e invadido no Centro do Rio
invasao-imoveis-sete-de-setembro-2025,invasao-imoveis-sete-de-setembro-2025,"Aumento da invasão de imóveis na Rua Sete de Setembro, Centro do Rio",violencia/crime,"Rua Sete de Setembro, Centro do Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Gangue de invasores de imóveis agora atua na rua Sete de Setembro, no Centro"
invasao-predio-luxo-flamengo-2025,invasao-predio-luxo-flamengo-2025,Invasão de prédio de luxo no Flamengo,violencia/crime,"Flamengo, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Polícia investiga se secretário de Governo era alvo de quadrilha que invadiu prédio no Flamengo
lancamento-cartaz-identificacao-assassinos-pm-bruno-dantas-2026,lancamento-cartaz-identificacao-assassinos-pm-bruno-dantas-2026,Lançamento de cartaz para identificar assassinos do sargento PM Bruno Dantas de Sousa,denuncia/irregularidade,Duque de Caxias,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Disque Denúncia lança cartaz para identificar assassinos de PM
lancamento-livro-rodrigo-amorim-seguranca-publica-2020,lancamento-livro-rodrigo-amorim-seguranca-publica-2020,Lançamento do livro de Rodrigo Amorim sobre segurança pública,outro,"Tijuca, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Em livro, Rodrigo Amorim defende armamento da Guarda Municipal e justifica retirada da placa de Marielle"
liberdade-provisoria-turista-frances-furto-copacabana-2023,liberdade-provisoria-turista-frances-furto-copacabana-2023,Liberdade provisória de turista francês preso por furto em Copacabana,prisao/apreensao,"Copacabana, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Turista francês preso por furto de joias em Copacabana recebe liberdade provisória
luta-corporal-policiais-japeri-2026,luta-corporal-policiais-japeri-2026,Luta corporal entre mulher e policiais durante abordagem em Japeri,operacao policial,Japeri,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Mulher entra em luta corporal com policiais durante abordagem em Japeri
major-pm-propaganda-eleitoral-niteroi-2024,major-pm-propaganda-eleitoral-niteroi-2024,Major da PM faz propaganda eleitoral em Niterói,denuncia/irregularidade,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Major da PM descumpre estatuto e lei ao fazer propaganda eleitoral em Niterói
morte-homem-baleado-tijuca-2025,morte-homem-baleado-tijuca-2025,Morte de homem baleado na Tijuca,violencia/crime,"Tijuca, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Morre homem baleado na Tijuca; violência no bairro preocupa moradores
mudanca-gestao-seguranca-presente-2026,mudanca-gestao-seguranca-presente-2026,Mudança na gestão do programa Segurança Presente para a Polícia Militar,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Segurança Presente: controle de presença de agentes era feito manualmente por meio de assinatura de ponto
oposicao-comissao-seguranca-projeto-guarda-municipal-2025,oposicao-comissao-seguranca-projeto-guarda-municipal-2025,Oposição da Comissão de Segurança ao Projeto de Lei Complementar sobre a Guarda Municipal,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Comissão de Segurança da Câmara se prepara para tentar barrar contratação temporária na GM
pagamento-atrasados-ras-policiais-penais-seguranca-presente-2024,pagamento-atrasados-ras-policiais-penais-seguranca-presente-2024,Pagamento de atrasados de RAS para policiais penais no Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Governo informa que pagará atrasados de RAS para policiais penais no Segurança Presente
paralisacao-obras-cobal-leblon-humaita-2025,paralisacao-obras-cobal-leblon-humaita-2025,Paralisação das obras de revitalização das Cobal do Leblon e Humaitá,gestao/administracao,"Cobal do Leblon e Cobal do Humaitá, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Obras paradas nas Cobal do Leblon e Humaitá há dois meses; Conab diz aguardar verbas
pedido-impeachment-claudio-castro-operacao-jacarezinho-2021,pedido-impeachment-claudio-castro-operacao-jacarezinho-2021,Pedido de impeachment de Cláudio Castro por operação no Jacarezinho,denuncia/irregularidade,"Jacarezinho, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Castro diz que pedido de impeachment, por operação no Jacarezinho, é tentativa de politização"
policiais-penais-recebem-ras-menor-seguranca-presente-2024,policiais-penais-recebem-ras-menor-seguranca-presente-2024,Policiais penais recebem RAS menor no Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Policiais penais estão recebendo RAS menor no Segurança Presente
policiais-seguranca-presente-dormindo-viatura-2026,policiais-seguranca-presente-dormindo-viatura-2026,Policiais do Segurança Presente flagrados dormindo em viatura,denuncia/irregularidade,Centro do Rio,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Vídeo mostra policiais do Segurança Presente dormindo em viatura
policiais-seguranca-presente-dormindo-viatura-centro-rio-2026,policiais-seguranca-presente-dormindo-viatura-centro-rio-2026,Policiais do Segurança Presente filmados dormindo em viatura no Centro do Rio,denuncia/irregularidade,Centro do Rio,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,VÍDEO: agentes do Segurança Presente são filmados dormindo dentro de viatura no Centro do Rio
