evento_id,evento,evento_exemplo,tipo_evento,local,n_artigos,n_classificados,score_medio,media_sentimento,muito_negativo,negativo,neutro,positivo,muito_positivo,n/a,n_positivas,n_negativas,share_positivo,share_negativo,proporcao_positivas,proporcao_negativas,ambiguidade_baixa,ambiguidade_media,ambiguidade_alta,proporcao_ambiguidade_alta,peso_positivo,peso_negativo,titulos_exemplo
captura-foragidos-reconhecimento-facial-copacabana-2024,captura-foragidos-reconhecimento-facial-copacabana-2024,Captura de foragidos pelo sistema de reconhecimento facial em Copacabana,prisao/apreensao,"Praia de Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Forças de Segurança do Rio capturam quarta pessoa foragida por meio do sistema de reconhecimento facial
carnaval-2025-rio-seguranca-presente,carnaval-2025-rio-seguranca-presente,Carnaval 2025 no Rio de Janeiro com forte aparato de segurança,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Rio: Forte aparato de segurança permitiu Carnaval com poucos crimes e público recorde
carreata-apoio-governador-claudio-castro-2022,carreata-apoio-governador-claudio-castro-2022,Carreata de apoio ao governador Cláudio Castro no Rio de Janeiro,evento publico/cultural,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Campanha de Cláudio Castro teve mais de 50 carreatas em todas as regiões do Rio neste domingo
chegada-conteineres-seguranca-presente-buzios-2025,chegada-conteineres-seguranca-presente-buzios-2025,Chegada de contêineres do programa Segurança Presente em Búzios,inauguracao/expansao,Búzios,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Contêineres do programa Segurança Presente chegam a Búzios neste sábado - Prefeitura Municipal de Armação dos Búzios
chegada-seguranca-presente-laranjeiras-2019,chegada-seguranca-presente-laranjeiras-2019,Chegada do programa Segurança Presente em Laranjeiras,inauguracao/expansao,"Laranjeiras, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Laranjeiras terá Segurança Presente a partir desta sexta-feira
coibicao-evento-clandestino-praia-dos-amores-2021,coibicao-evento-clandestino-praia-dos-amores-2021,Coibição de evento clandestino na Praia dos Amores,operacao policial,"Praia dos Amores, Barra da Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Prefeitura do Rio e Capitania dos Portos coíbem evento clandestino em praia na Barra
comemoracao-do-seguranca-presente-em-macae-2026,comemoracao-do-seguranca-presente-em-macae-2026,Comemoração de dois anos do programa Segurança Presente em Macaé,outro,Macaé,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança Presente comemora dois anos em Macaé - Prefeitura de Macaé
compra-bicicletas-eletricas-seguranca-presente-2025,compra-bicicletas-eletricas-seguranca-presente-2025,Compra de 400 bicicletas elétricas para o Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança Presente vai cotar preços para compra de 400 bicicletas elétricas
conclusao-licitacao-cameras-operacionais-portateis-2021,conclusao-licitacao-cameras-operacionais-portateis-2021,Conclusão da licitação para câmeras operacionais portáteis para órgãos de segurança no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo conclui licitação das câmeras operacionais portáteis para órgãos de segurança
conferencia-centro-rio-revitalizacao-2023,conferencia-centro-rio-revitalizacao-2023,Conferência Centro-Rio sobre revitalização da região,evento publico/cultural,Centro do Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Conferência Centro-Rio debate revitalização da região: ‘teremos de volta o Centro que a gente sempre quis’
construcao-novo-batalhao-policia-militar-nova-iguacu-2025,construcao-novo-batalhao-policia-militar-nova-iguacu-2025,Construção de novo batalhão da Polícia Militar em Nova Iguaçu,inauguracao/expansao,Nova Iguaçu,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança reforçada: Nova Iguaçu terá novo batalhão da Polícia Militar
contratacao-2000-jovens-seguranca-presente-2020,contratacao-2000-jovens-seguranca-presente-2020,Contratação de 2.000 jovens para o programa Segurança Presente,inauguracao/expansao,"Irajá, Zona Norte do Rio",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Witzel promete contratação de 2.000 jovens para o programa Segurança Presente
contratacao-jovens-voluntarios-seguranca-presente-2026,contratacao-jovens-voluntarios-seguranca-presente-2026,Contratação de 1.212 jovens voluntários para o Segurança Presente,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo do estado homologa contratação de mais 1.212 jovens voluntários para o Segurança Presente; investimento pode chegar a R$ 50 milhões
convocacao-taf-seguranca-presente-2025,convocacao-taf-seguranca-presente-2025,Convocação de candidatos civis para Teste de Aptidão Física (TAF) do Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Candidatos civis do programa Segurança Presente são convocados para realização de TAF - Extra online
crescimento-procura-imoveis-zona-sul-tijuca-2020,crescimento-procura-imoveis-zona-sul-tijuca-2020,Crescimento da procura por imóveis na Zona Sul e Tijuca,resultado/indicador,"Zona Sul e Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Cresce a procura por imóveis na Zona Sul e na Tijuca
crescimento-turismo-miguel-pereira-2025,crescimento-turismo-miguel-pereira-2025,Crescimento do turismo em Miguel Pereira com novos projetos e atrações,outro,"Miguel Pereira, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Pós-dinossauros: a nova era no turismo de Miguel Pereira
criacao-comite-permanente-seguranca-escolas-2023,criacao-comite-permanente-seguranca-escolas-2023,Criação do Comitê Permanente de Segurança nas Escolas,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas
criacao-fundo-estadual-fomento-operacao-seguranca-presente-2020,criacao-fundo-estadual-fomento-operacao-seguranca-presente-2020,Criação do Fundo Estadual de Fomento para a Operação Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"‘Menina dos olhos’ de Witzel, Operação Segurança Presente ganhará Fundo Estadual de Fomento"
criacao-movimento-unita-seguranca-itaipava-2024,criacao-movimento-unita-seguranca-itaipava-2024,Criação do movimento UNITA para fortalecer segurança em Itaipava,gestao/administracao,"Itaipava, Petrópolis",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Itaipava cria movimento para fortalecer segurança na região
criacao-programa-estadual-videomonitoramento-rio-2020,criacao-programa-estadual-videomonitoramento-rio-2020,Criação do Programa Estadual de Videomonitoramento no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Visando aumentar segurança no RJ, Witzel aprova criação do Programa Estadual de Videomonitoramento"
criacao-programa-onibus-seguro-2025,criacao-programa-onibus-seguro-2025,Criação do programa 'Ônibus Seguro' no Rio de Janeiro,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Cláudio Castro sanciona lei que cria o programa ‘Ônibus Seguro’
criacao-projeto-crime-zero-tijuca-2021,criacao-projeto-crime-zero-tijuca-2021,Criação do Projeto Crime Zero para a Tijuca,gestao/administracao,"Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Deputado e vereador criam novo plano de segurança para Tijuca
criacao-restaurante-do-povo-cafe-do-trabalhador-mage-2022,criacao-restaurante-do-povo-cafe-do-trabalhador-mage-2022,Criação do Restaurante do Povo e Café do Trabalhador em Magé,inauguracao/expansao,"Magé, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Em caminhada por Magé, Cláudio Castro promete criar Restaurante do Povo e Café do Trabalhador"
criacao-seguranca-presente-vias-expressas-rio-2019,criacao-seguranca-presente-vias-expressas-rio-2019,Criação do programa Segurança Presente nas Vias Expressas do Rio de Janeiro,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Vias Expressas do Rio ganharão seu “Segurança Presente”
cupula-do-brics-rio-2025,cupula-do-brics-rio-2025,Cúpula do Brics no Rio com operação de segurança especial,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Cúpula do Brics no Rio terá segurança com GLO e mobilização de 17 mil agentes
curso-de-porteiros-seguranca-presente-2021,curso-de-porteiros-seguranca-presente-2021,Curso de Porteiros do Programa Segurança Presente,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Porteiros podem fazer, de graça, curso com a Operação Segurança Presente"
debate-futuro-centro-rio-2025,debate-futuro-centro-rio-2025,Debate sobre o futuro do Centro do Rio na Associação Comercial,outro,Centro do Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Futuro do Centro do Rio é tema de debate entre grandes instituições na Associação Comercial
debate-proposta-retorno-policiais-inativos-alerj-2025,debate-proposta-retorno-policiais-inativos-alerj-2025,Debate sobre proposta de retorno de policiais inativos na Alerj,gestao/administracao,Alerj,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Projeto que reforça programas de segurança com ex-militares começa a ser debatido na Alerj
defesa-integracao-seguranca-publica-claudio-castro-2021,defesa-integracao-seguranca-publica-claudio-castro-2021,Defesa da integração na segurança pública pelo governador Cláudio Castro,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Claudio Castro defende integração na segurança pública
defesa-operacao-policial-jacarezinho-2021,defesa-operacao-policial-jacarezinho-2021,Defesa da operação policial no Jacarezinho pelo governador Claudio Castro,gestao/administracao,"Jacarezinho, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Quintino: Ao defender a polícia e a pauta da segurança, Claudio Castro cresce"
defesa-participacao-sociedade-conselho-estadual-seguranca-publica,defesa-participacao-sociedade-conselho-estadual-seguranca-publica,Defesa da participação da sociedade no Conselho Estadual de Segurança Pública,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Rodrigo Bacellar defende participação da sociedade no Conselho Estadual de Segurança Pública
demolicao-anexo-alerj-praca-xv-2022,demolicao-anexo-alerj-praca-xv-2022,Demolição do antigo anexo da Alerj na Praça XV,gestao/administracao,"Praça XV, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Quintino: Por uma Praça XV viva
descoberta-laboratorio-cultivo-maconha-niteroi-2026,descoberta-laboratorio-cultivo-maconha-niteroi-2026,Descoberta de laboratório de cultivo de maconha em Niterói,operacao policial,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Polícia descobre laboratório com 110 pés de maconha em Niterói; veja o vídeo
descoberta-plantacao-maconha-niteroi-2026,descoberta-plantacao-maconha-niteroi-2026,Descoberta de plantação de maconha em Niterói,operacao policial,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Plantação com 125 pés de maconha é descoberta em Niterói
desmanche-cracolandia-gloria-2023,desmanche-cracolandia-gloria-2023,Desmanche de cracolândia na Glória,operacao policial,"Glória, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Operação desmancha cracolândia na Glória
desocupacao-predio-invadido-largo-sao-francisco-2025,desocupacao-predio-invadido-largo-sao-francisco-2025,Desocupação do prédio invadido no Largo de São Francisco,operacao policial,"Largo de São Francisco, Centro do Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Centro do Rio: Prédio invadido no Largo de São Francisco é desocupado
detencao-gabigol-do-mangue-pesca-ilegal-niteroi-2026,detencao-gabigol-do-mangue-pesca-ilegal-niteroi-2026,Detenção de Gabigol do Mangue e outros por pesca ilegal em Niterói,prisao/apreensao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Prefeitura remove 137 construções irregulares em operação em Manguinhos
detencao-influencers-pesca-ilegal-parque-tiririca-2026,detencao-influencers-pesca-ilegal-parque-tiririca-2026,Detenção de três influencers por pesca ilegal no Parque da Tiririca,operacao policial,"Parque Estadual da Serra da Tiririca, Niterói",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Inea detém três “influencers” por pesca ilegal no Parque da Tiririca
detencao-moradora-rua-agressiva-zona-sul-2022,detencao-moradora-rua-agressiva-zona-sul-2022,Detenção de moradora de rua agressiva na Zona Sul,prisao/apreensao,"Flamengo, Zona Sul, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Ação detém moradora de rua que agredia e ameaçava pessoas na Zona Sul
detencao-pm-carnaval-2024,detencao-pm-carnaval-2024,Detenção de mais de 270 pessoas pela PM durante o carnaval de 2024,prisao/apreensao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Mais de 270 pessoas foram detidas pela PM durante os primeiros dias de carnaval
detencao-trio-venda-irregular-passagens-terminal-procopio-ferreira-2025,detencao-trio-venda-irregular-passagens-terminal-procopio-ferreira-2025,Detenção de trio por venda irregular de passagens no Terminal Procópio Ferreira,prisao/apreensao,"Terminal Rodoviário Procópio Ferreira, Centro do Rio",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Golpe do cartão Jaé: trio é flagrado vendendo viagens irregulares no Terminal Procópio Ferreira
devolucao-recursos-seguranca-presente-2024,devolucao-recursos-seguranca-presente-2024,Devolução de R$ 243 milhões para modernização do Segurança Presente,financiamento/parceria,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Lei Seca pode ter máquina de cartão para evitar reboque de carro
discussao-inclusao-mulheres-seguranca-presente-2022,discussao-inclusao-mulheres-seguranca-presente-2022,Discussão sobre inclusão de mulheres no programa Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Alerj discute se mulheres poderão integrar equipe do Segurança Presente
discussao-projeto-retorno-policiais-aposentados-alerj-2025,discussao-projeto-retorno-policiais-aposentados-alerj-2025,Discussão sobre projeto que permite retorno de policiais aposentados ao serviço ativo na Alerj,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Projeto que permite retorno de policiais aposentados ao serviço ativo entra na pauta da Alerj
discussao-seguranca-turismo-perimetro-tolerancia-zero-2025,discussao-seguranca-turismo-perimetro-tolerancia-zero-2025,Discussão sobre segurança no turismo e criação de perímetro de tolerância zero,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,‘Rio Vamos Vencer’ celebra avanços e define prioridades para área de turismo em 2025
distribuicao-mascaras-coronavirus-seguranca-presente-2020,distribuicao-mascaras-coronavirus-seguranca-presente-2020,Distribuição de máscaras de proteção ao Coronavírus pela Operação Segurança Presente,operacao policial,Duque de Caxias,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Operação Segurança Presente e RioSolidario distribuem máscaras de proteção ao Coronavírus
distribuicao-pulseiras-identificacao-carnaval-2019,distribuicao-pulseiras-identificacao-carnaval-2019,Distribuição de pulseiras de identificação para crianças no Carnaval,evento publico/cultural,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Pulseiras de identificação para crianças serão distribuídas no carnaval
divulgacao-esquema-seguranca-reveillon-2025,divulgacao-esquema-seguranca-reveillon-2025,Divulgação do esquema de segurança para o réveillon 2025,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo divulga esquema de segurança para o réveillon 2025
doacao-motos-reforma-bases-seguranca-presente-niteroi-2025,doacao-motos-reforma-bases-seguranca-presente-niteroi-2025,Doação de 10 motos e reforma das bases do Segurança Presente em Niterói,inauguracao/expansao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Prefeitura de Niterói vai doar 10 motos para o Segurança Presente - Prefeitura Municipal de Niterói
dobro-efetivo-operacao-seguranca-presente-2019,dobro-efetivo-operacao-seguranca-presente-2019,Dobro do efetivo da Operação Segurança Presente anunciado pelo governador do Rio de Janeiro,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Operação Segurança Presente terá efetivo dobrado pelo Governo do Estado
eduardo-paes-continuidade-ampliacao-seguranca-presente-2026,eduardo-paes-continuidade-ampliacao-seguranca-presente-2026,Eduardo Paes defende continuidade e ampliação do programa Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Segurança Presente continua, diz Eduardo Paes em vídeo ao rebater fake news"
elaboracao-plano-100-dias-eduardo-paes-2020,elaboracao-plano-100-dias-eduardo-paes-2020,Elaboração do Plano dos 100 Dias por Eduardo Paes com foco em segurança,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Paes elabora Plano dos 100 Dias para o próximo governo à frente da prefeitura
eleicao-capitao-nelson-prefeito-sao-goncalo-2020,eleicao-capitao-nelson-prefeito-sao-goncalo-2020,Eleição de Capitão Nelson como prefeito de São Gonçalo,gestao/administracao,São Gonçalo,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Capitão Nelson é eleito prefeito de São Gonçalo
elogios-operacao-tijuca-presente-2021,elogios-operacao-tijuca-presente-2021,Elogios ao trabalho da Operação Tijuca Presente,resultado/indicador,"Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Moradores elogiam trabalho da Operação Tijuca Presente
entrega-bicicletas-e-viaturas-seguranca-presente-2026,entrega-bicicletas-e-viaturas-seguranca-presente-2026,Entrega de 337 bicicletas elétricas e 140 viaturas ao Segurança Presente,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo do RJ entrega 337 bicicletas elétricas e 140 viaturas ao Segurança Presente
entrega-bikes-e-viaturas-seguranca-presente-2026,entrega-bikes-e-viaturas-seguranca-presente-2026,Entrega de 337 bikes elétricas e 140 viaturas para o Segurança Presente,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Segurança Presente ganha 337 bikes elétricas e 140 novas viaturas, anuncia governo do RJ"
entrega-motocicletas-niteroi-presente-2021,entrega-motocicletas-niteroi-presente-2021,Entrega de 20 motocicletas para o Niterói Presente,inauguracao/expansao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Claudio Castro entrega mais 20 motocicletas para o Niterói Presente
entrega-novo-espaco-seguranca-presente-praca-xv,entrega-novo-espaco-seguranca-presente-praca-xv,Entrega de novo espaço para o Segurança Presente na estação Praça XV das barcas,inauguracao/expansao,"Praça XV, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo do Estado entrega novo espaço para o Segurança Presente na estação Praça XV das barcas - Governo do Estado do Rio de Janeiro
esquema-seguranca-carnaval-2025,esquema-seguranca-carnaval-2025,Esquema de segurança do Carnaval 2025 com drones e câmeras de reconhecimento facial,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Esquema de segurança durante o Carnaval terá drones e câmeras de reconhecimento facial
esquema-seguranca-eleicoes-rio-2024,esquema-seguranca-eleicoes-rio-2024,Esquema de segurança para as eleições no Rio de Janeiro,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Polícia do RJ vai monitorar redes sociais e usar drones e câmeras em esquema de segurança para as eleições
esquema-seguranca-reveillon-2025-rio-de-janeiro,esquema-seguranca-reveillon-2025-rio-de-janeiro,Esquema de segurança para o Réveillon 2025 no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Réveillon 2025 no Rio terá esquema de segurança reforçado com 28 mil agentes
expansao-seguranca-presente-bairro-retiro-2025,expansao-seguranca-presente-bairro-retiro-2025,Expansão do programa Segurança Presente para o bairro Retiro em Volta Redonda,inauguracao/expansao,"Volta Redonda, RJ",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Volta Redonda: Neto viabiliza expansão do programa Segurança Presente para o bairro Retiro - Prefeitura de Volta Redonda
expansao-seguranca-presente-bairros-rio-2019,expansao-seguranca-presente-bairros-rio-2019,Expansão do programa Segurança Presente para 5 bairros do Rio,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança Presente será expandido para 5 bairros do Rio
expansao-seguranca-presente-bangu-barra-botafogo-laranjeiras-vila-isabel-2019,expansao-seguranca-presente-bangu-barra-botafogo-laranjeiras-vila-isabel-2019,Expansão do programa Segurança Presente para novos bairros e cidades,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"‘Sou situação, mas posso virar oposição’, diz Witzel a Paulo Guedes"
expansao-seguranca-presente-grajau-catete-largo-do-machado-2019,expansao-seguranca-presente-grajau-catete-largo-do-machado-2019,"Expansão do programa Segurança Presente para Grajaú, Catete e Largo do Machado",inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança Presente chega a novas áreas a partir de agosto
expansao-seguranca-presente-jacarepagua-maracana-baixada-2019,expansao-seguranca-presente-jacarepagua-maracana-baixada-2019,"Expansão do programa Segurança Presente para Jacarepaguá, Maracanã e Baixada Fluminense",inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Programa Segurança Presente cresce custeado por comerciantes
expansao-seguranca-presente-largo-segunda-feira-2021,expansao-seguranca-presente-largo-segunda-feira-2021,Expansão do Programa Segurança Presente para o Largo da Segunda-Feira,inauguracao/expansao,"Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Tijuca ganha expansão do Programa Segurança Presente para o Largo da Segunda-Feira
expansao-seguranca-presente-rodrigo-bacellar-2023,expansao-seguranca-presente-rodrigo-bacellar-2023,Expansão do programa Segurança Presente sob a gestão de Rodrigo Bacellar,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Gusmão: Histórico de Rodrigo Bacellar promete um comando equilibrado e consciente na Alerj
extensao-adicional-pensao-servidores-covid-19,extensao-adicional-pensao-servidores-covid-19,Extensão do adicional de pensão a servidores estaduais mortos por Covid-19,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Adicional de pensão será estendido a servidores estaduais mortos por Covid-19
fiscalizacao-motos-barulhentas-niteroi-2026,fiscalizacao-motos-barulhentas-niteroi-2026,Fiscalização contra motos barulhentas em Niterói,operacao policial,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Vídeo: motos barulhentas viram alvo e Prefeitura de Niterói faz primeira grande operação de 2026
formacao-agentes-seguranca-presente-2026,formacao-agentes-seguranca-presente-2026,Formação de 1.212 agentes civis do Segurança Presente,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Mais de 1,2 mil agentes civis do Segurança Presente se formam na próxima semana"
formatura-novos-agentes-seguranca-presente-2026,formatura-novos-agentes-seguranca-presente-2026,Formatura de 1.106 novos agentes do Segurança Presente e lançamento de cinco novos projetos no Rio de Janeiro,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Cláudio Castro forma mais de mil agentes do Segurança Presente e lança cinco novos projetos no Rio
